price_vnd,sim_number
73657755.10204081,917591759
2935433.070866142,567192368
3632414.710485133,329528039
3757581.254355401,356959787
3982666.6666666665,763088299
2396635.259631491,335041281
4005681.8181818184,763509339
1790806.0109289617,943307308
3757581.254355401,589041989
450000.0,865502239
12786158.567774937,704921888
5890384.615384615,372799668
3126764.705882353,346411786
5447916.666666667,789320555
3209585.895953757,866931318
5000000.0,948733337
4875000.0,703379222
2673970.5555555555,327042001
3383497.0111016226,707151212
3757581.254355401,971674074
8726166.9550173,975038227
3757581.254355401,961649893
3159821.4285714286,388757113
6111323.529411765,928668663
2672916.6666666665,908895689
10500000.0,335582888
1000000.0,944799738
34730666.666666664,933157157
2693535.3535353537,946245037
3011401.8475750578,329847286
1479818.8874514878,766727949
3000000.0,777118989
3037250.0,903125200
3632414.710485133,372740679
3265585.651936716,981471996
914233.5766423357,865460039
2631655.172413793,971083337
4294968.717413973,814637686
3757581.254355401,865498587
3632414.710485133,352194539
3011551.857585139,932483199
2693535.3535353537,815460369
11184920.106524633,847403678
2174993.830787309,386821688
3757581.254355401,868626989
695479.7979797979,862974439
5250000.0,898858887
685538.0577427822,879485657
6170967.741935484,933538938
2396635.259631491,334280480
4294968.717413973,914810286
3462117.6470588236,818006589
3011401.8475750578,929097968
2251050.0699464837,762754756
3000000.0,816663336
3757581.254355401,972951396
11184920.106524633,812857678
10000000.0,822755757
32570094.06512301,706758758
1500435.499515034,334951966
1374133.3333333333,966553850
3265585.651936716,343280499
1330799.2202729045,334014386
12087500.0,385887766
2174993.830787309,343519188
11184920.106524633,857159678
2673970.5555555555,924072006
9616276.978417266,931822695
1479818.8874514878,702656658
4525186.104218362,941342379
159000000.0,826969696
3757581.254355401,985054954
2251050.0699464837,896519765
2251050.0699464837,905054267
1773333.3333333333,795667661
6436842.105263158,765666671
14203636.363636363,931317979
32570094.06512301,786109109
14069696.969696969,777777572
5664680.0,866838827
3358695.652173913,859878234
1869444.4444444445,925880655
1191176.4705882352,944056225
4669054.711246201,327090178
3000000.0,916887744
4849206.349206349,941301991
2693535.3535353537,943693861
1589144.204851752,763697012
4609943.181818182,922451992
4250000.0,703558333
3757581.254355401,862959392
7000000.0,852008668
2174993.830787309,326530288
10000000.0,833866833
3153261.515601783,947011051
15875803.38983051,363420888
36428571.428571425,762566789
4669054.711246201,984192478
4294968.717413973,912623286
3000000.0,828333993
2174993.830787309,865410488
3757581.254355401,582728292
11585169.491525425,888880956
1024989.3048128342,974755519
2693535.3535353537,941710675
629859.1549295775,862960002
3011401.8475750578,327263586
1323863.6363636365,825457111
12000000.0,702888668
7454400.0,837346688
3404837.4060150376,983757761
3572685.1441241684,395301171
4092721.518987342,839929391
8339200.0,988885703
3302325.581395349,845100500
3757581.254355401,343080670
5104988.344988345,792976555
3757581.254355401,328130293
8500000.0,844442008
3632414.710485133,986075879
4232758.620689655,941386639
3757581.254355401,982529535
3757581.254355401,327250385
1206776.836158192,327572225
3265585.651936716,368379963
500000.0,877993038
5664680.0,966880156
3209585.895953757,866379837
1500435.499515034,332484766
6194117.647058823,912222671
11000000.0,818113368
3265585.651936716,326404399
8203797.46835443,975993099
2428942.652329749,947972340
1983606.5573770492,762633188
2454996.301775148,889821218
1541422.5941422593,336015234
3757581.254355401,865825982
1010416.6666666666,708144911
5401244.094488189,366361268
3632414.710485133,327174539
3757581.254355401,382891973
3011401.8475750578,328034368
910216.3009404389,337465988
1790806.0109289617,913368290
23000000.0,848456788
3632414.710485133,328271739
6157792.207792208,825678975
1510344.8275862068,334521996
4919778.481012658,707169979
15057971.014492754,704656868
1985714.2857142857,567223379
1261486.4864864864,377245966
16355555.555555556,925333334
46125000.0,369077077
4294968.717413973,945469568
821590.9090909091,337438008
5731707.317073171,898114115
18613833.333333332,924734555
132750000.0,777449999
2251050.0699464837,763545845
1169811.3207547169,795755711
1863888.888888889,335949993
1685779.552715655,985878923
1818536.1216730038,941896646
2098684.210526316,326609739
1685779.552715655,982978917
1725000.0,988344739
3265585.651936716,969591993
2251050.0699464837,763587187
29491518.133458648,852590590
42240384.615384616,704675675
11184920.106524633,847501678
3632414.710485133,327614239
3265585.651936716,969915618
3265585.651936716,349042399
3757581.254355401,865367395
5600000.0,365472555
6055555.555555556,562355886
2693535.3535353537,948219752
2357142.8571428573,799155499
350000000.0,766558888
8339200.0,388880237
5600000.0,369393555
6177777.777777778,923450202
2251050.0699464837,705985981
3209585.895953757,921749566
2251050.0699464837,909187583
8123303.7694013305,343031886
2396635.259631491,332491974
2396635.259631491,332090493
3757581.254355401,986262959
50475000.0,996579179
2693535.3535353537,918471981
1818536.1216730038,941507366
1062500.0,944643655
1125000.0,944974487
4148828.125,798824279
869533.527696793,333097539
2983360.655737705,702791978
3348626.2230919767,827140886
3757581.254355401,563632014
1330799.2202729045,335083268
2251050.0699464837,902080501
2806451.6129032257,762778478
11184920.106524633,813491678
1628787.878787879,708033700
2436360.381861575,325694234
2251050.0699464837,898305402
2879310.3448275863,797986699
1308860.759493671,901744987
2048586.1182519281,702789783
3632414.710485133,343097039
5447916.666666667,789251555
2673970.5555555555,586162003
4294968.717413973,817961368
1330799.2202729045,332109686
1985796.130952381,909116830
1000000.0,818006686
3632414.710485133,328460139
3757581.254355401,329280971
634943.1818181818,342844464
11960000.0,776266988
15875803.38983051,395479888
3757581.254355401,985392397
4823032.511210762,398094558
3265585.651936716,869609599
2673970.5555555555,973802004
3869084.9342770474,937618286
1115089.2857142857,905570587
2454996.301775148,947870889
6882432.432432433,903511148
3000000.0,855662663
500000.0,879400448
3209585.895953757,356519066
3757581.254355401,982635169
2562050.35971223,708067007
1330799.2202729045,332574086
500000.0,877336166
7499000.0,813333390
3265585.651936716,979912010
2235504.2016806724,906133404
9800000.0,816688995
1757107.843137255,343077568
48676365.384615384,335070707
4500000.0,907244555
910216.3009404389,332648588
2251050.0699464837,708089085
3757581.254355401,967280398
3757581.254355401,964707031
4667786.764705882,984975857
670616.1137440759,344169266
3757581.254355401,862948748
1528156.5656565656,329579992
1863888.888888889,335749996
675467.0999187652,344280798
11429222.222222222,819295999
3209585.895953757,343143266
1589144.204851752,768134345
23471611.111111112,924767888
3632414.710485133,862916939
2251050.0699464837,763484953
3757581.254355401,964198987
675467.0999187652,962970644
3572685.1441241684,343181190
3860000.0,333775879
2673970.5555555555,865640040
2890625.0,942213688
3265585.651936716,362395299
5433870.9677419355,914551998
3632414.710485133,343761839
3037250.0,762607600
3572685.1441241684,978431611
3802173.913043478,933169879
3209585.895953757,343137966
3011401.8475750578,327160368
3632414.710485133,329741379
2134146.3414634145,896500887
8726166.9550173,867922464
914233.5766423357,325470079
2251050.0699464837,909276936
2693535.3535353537,943890737
1085656.836461126,865111489
11184920.106524633,857428678
2174993.830787309,342875688
2251050.0699464837,898148603
1685779.552715655,972853452
565176.9087523278,877180801
3632414.710485133,329214939
3757581.254355401,921698190
1666666.6666666667,773225000
5000000.0,345331222
758000.0,332110539
670616.1137440759,344063866
3209585.895953757,329091266
4801784.753363228,335011984
2693535.3535353537,941717480
500000.0,877116839
3265585.651936716,327529969
1528156.5656565656,963219990
2632926.8292682925,702659559
5000000.0,778077807
2251050.0699464837,762569469
3954117.6470588236,886886189
7500000.0,567855879
2399839.4495412842,342888782
13200000.0,822230888
3757581.254355401,927461982
2251050.0699464837,934290612
3500000.0,858502234
980000.0,763711044
2251050.0699464837,795730735
5657142.857142857,819001115
2174993.830787309,376942588
3632414.710485133,975830839
2396635.259631491,964335737
23714285.714285713,786693693
3791390.728476821,859349333
675467.0999187652,862934434
1000000.0,787789559
190573650.40650406,386129999
4198412.698412699,829588789
675467.0999187652,965825344
153930769.23076922,763888999
202125000.0,332233682
10587254.901960785,824483678
500000.0,877996079
9966666.666666666,995103999
2396635.259631491,337013017
2634396.355353075,328641779
1330799.2202729045,334126386
5136956.521739131,866678399
43000000.0,374999799
828128.5634432643,336271639
4679671.457905544,793939639
675467.0999187652,344080695
3757581.254355401,528931983
3758168.3168316833,972200969
3869084.9342770474,708181968
13800000.0,922064444
8764864.864864865,764664666
4823032.511210762,967550696
2396635.259631491,335412018
528089.8876404495,877002969
3757581.254355401,349150897
7400000.0,947603067
4550000.0,799939093
565176.9087523278,877132015
879096.9899665551,866456017
9616276.978417266,909622536
2935433.070866142,327106786
3348626.2230919767,828734886
3757581.254355401,978314767
513368.9839572192,877158268
4092721.518987342,941251992
15595238.095238095,798771771
830000.0,344220876
1330799.2202729045,338095168
1357974.1379310344,963136444
21444444.444444444,814999468
6971122.994652406,986023488
3265585.651936716,985839919
2251050.0699464837,907871740
3757581.254355401,343204898
1767441.8604651163,795711055
84008888.8888889,702807777
633333.3333333334,966921112
695479.7979797979,865244179
2673970.5555555555,585202007
633333.3333333334,329224566
18540625.0,388818988
2554527.272727273,963363380
4818181.818181818,779367799
6588235.294117647,855680666
11184920.106524633,823754678
3265585.651936716,328138699
2693535.3535353537,913017541
4823032.511210762,975541219
1412306.5015479876,945594821
4525186.104218362,857913139
10090000.0,329226088
20156088.362068966,921864999
2293478.2608695654,816163366
2672916.6666666665,902989388
3632414.710485133,973017879
3500000.0,783668811
450000.0,922344078
3383497.0111016226,901939898
8726166.9550173,921831922
3757581.254355401,926268260
450000.0,346654345
3011401.8475750578,568161986
2693535.3535353537,813420496
3011401.8475750578,342562768
5401244.094488189,966230486
12750000.0,923770555
11661904.761904761,376339696
3585365.8536585364,705433997
2251050.0699464837,795641982
500000.0,877992669
3757581.254355401,985286909
4180514.705882353,353886939
2552727.272727273,901030222
2693535.3535353537,943605082
500000.0,879622212
892857.1428571428,962996116
7227352.94117647,888839383
3757581.254355401,365896128
625000.0,879933068
5050549.450549451,865811992
32570094.06512301,784134134
3572685.1441241684,968119450
2396635.259631491,334161271
2436360.381861575,353946234
5006329.113924051,768388787
2552727.272727273,786040222
20156088.362068966,582316999
565176.9087523278,877150283
2545454.5454545454,359767778
9722222.222222222,776799899
1191176.4705882352,819344522
2431818.1818181816,947859991
1985796.130952381,938711861
1115089.2857142857,939168554
45000000.0,899057779
4679671.457905544,785686739
4168750.0,849146779
2673970.5555555555,585092007
774725.2747252748,879161379
2552727.272727273,705430222
3632414.710485133,343621879
972972.972972973,329777397
466666.6666666667,349088448
3757581.254355401,327032016
3572685.1441241684,374711594
500000.0,879819567
6790379.310344827,943678123
4444902.912621359,836681568
3853636.3636363638,769777750
5104988.344988345,784127555
1125925.9259259258,964432003
2672916.6666666665,707292883
2251050.0699464837,763524624
3037250.0,705450050
10000000.0,886593839
3209585.895953757,357249866
1330799.2202729045,334090168
121716455.69620253,387586666
1530487.8048780488,799311569
4200000.0,788666873
13500000.0,388826116
2693535.3535353537,942420320
4334748.251748252,928955099
3757581.254355401,326180974
15690821.91780822,867217979
1085656.836461126,865211176
3757581.254355401,961639528
5000000.0,922997899
28500000.0,876667788
893478.2608695652,334775866
7383352.94117647,395186368
3404837.4060150376,984261774
61409590.90909091,585383838
2396635.259631491,334250280
4617021.276595744,924452777
4250000.0,705444788
2634396.355353075,377279679
7500000.0,776663379
2693535.3535353537,946213516
6134993.197278911,332240706
5401244.094488189,342669786
5000000.0,944557386
1685779.552715655,984635673
1125000.0,944390447
5893857.142857143,335776939
3011551.857585139,909421499
972972.972972973,865777603
2618750.0,964012299
3791390.728476821,847672333
2693535.3535353537,948424534
12377083.333333334,928590666
1946052.6315789474,909987100
3791390.728476821,843976333
35072727.27272727,355555702
6444444.444444444,362118222
2251050.0699464837,706032015
2421458.3333333335,364022486
2399839.4495412842,343288814
2436360.381861575,328781789
754915.2542372881,327442568
2251050.0699464837,767571652
1323863.6363636365,819617111
3757581.254355401,329120494
1525806.4516129033,827788898
466666.6666666667,366899878
2333333.3333333335,799100711
3011401.8475750578,392521986
3011401.8475750578,967080986
1000000.0,799022455
828128.5634432643,332835939
988732.3943661972,333978299
1349206.349206349,889775484
3757581.254355401,328270472
6588235.294117647,855728666
828128.5634432643,335409279
2251050.0699464837,902715484
2235504.2016806724,704833265
5119787.685774947,369266605
1593750.0,774232221
2251050.0699464837,939583850
10291666.666666666,785232232
3757581.254355401,968549606
3632414.710485133,868383839
1085656.836461126,327401114
4625000.0,789399868
3011401.8475750578,929060568
2000000.0,899232332
10000000.0,389333339
3572685.1441241684,327032011
2777777.777777778,775900002
4198412.698412699,857288234
3209585.895953757,964608661
4525186.104218362,816279579
4700000.0,763588766
72400000.0,388630000
2396635.259631491,357535336
1070568.0272108843,335150600
3757581.254355401,921272720
3757581.254355401,975972010
7541666.5,334591345
3209585.895953757,964803665
2251050.0699464837,762603803
3222222.222222222,847955959
1273584.9056603773,763766211
1589144.204851752,703032012
475000.0,335977227
1186473.4299516908,384603663
3632414.710485133,343859379
4294968.717413973,849419386
465853.65853658534,343300639
3265585.651936716,974651993
3011401.8475750578,379838168
1357974.1379310344,342951444
190573650.40650406,985909999
3757581.254355401,862302021
10150000.0,868808886
1939473.6842105263,373115551
4414432.989690722,911965899
6154785.714285715,347016996
17273913.04347826,705591999
2251050.0699464837,762728727
1762500.0,763033144
1107476.6355140186,812498444
8123303.7694013305,974735886
3404837.4060150376,865346077
1115089.2857142857,705965543
3757581.254355401,382636869
1714285.7142857143,914544488
1008064.5161290322,847785178
4180514.705882353,974884179
4584259.259259259,395778789
2454996.301775148,889356857
5727272.7272727275,825996777
8726166.9550173,363636322
2235504.2016806724,906336376
8726166.9550173,922671961
1181818.1818181819,789888348
1821428.5714285714,762556550
3215686.274509804,795622499
3632414.710485133,343172379
2650000.0,922741886
2174993.830787309,978862697
634943.1818181818,329254442
1152173.9130434783,922742566
1024989.3048128342,989215559
910216.3009404389,334284688
2396635.259631491,334090974
3209585.895953757,973269766
1070568.0272108843,336100374
2272727.272727273,899876699
1330799.2202729045,335940986
32570094.06512301,935737373
91500000.0,814700000
3757581.254355401,978753474
4679671.457905544,909648979
2436360.381861575,329103234
105379591.8367347,961027777
2369047.619047619,326375586
1500435.499515034,339690266
2399839.4495412842,388851984
509852.21674876846,877010118
1191176.4705882352,707004234
1635135.1351351351,702711533
12786158.567774937,795952888
101343750.0,902573333
3757581.254355401,985124131
2251050.0699464837,909139317
8726166.9550173,867522728
3265585.651936716,979919525
5908333.333333333,773666604
754915.2542372881,344140868
35072727.27272727,355555170
4768421.052631579,823459090
15057971.014492754,876796868
42240384.615384616,898534534
6641379.310344827,795141777
6329523.80952381,868941678
506578.94736842107,877998854
16562500.0,783191191
31553571.42857143,988979666
3852941.1764705884,949548884
4988095.238095238,938718181
1500435.499515034,335815266
1136363.6363636365,762777622
4823032.511210762,383554959
2251050.0699464837,762531974
828128.5634432643,332801839
1943181.8181818181,762688577
15727777.777777778,816003999
3265585.651936716,365045499
833333.3333333334,774133234
1685779.552715655,973192346
2631655.172413793,333090898
5000000.0,966773722
10000000.0,777999539
3209585.895953757,926612696
2385659.090909091,349220878
2436360.381861575,375793789
3383497.0111016226,907910202
12786158.567774937,763873888
4823032.511210762,395595696
450000.0,335927337
2325381.679389313,329434004
3011551.857585139,705439399
655421.686746988,344310788
7227352.94117647,813588883
2251050.0699464837,795260593
685555.5555555555,386685445
1541666.6666666667,987370055
10000000.0,785568556
18170724.63768116,922083888
2098684.210526316,566363739
3170000.0,707699907
24788235.29411765,845694999
1528156.5656565656,343999145
2251050.0699464837,898324864
2673970.5555555555,396812900
2545454.5454545454,977791978
3011551.857585139,939917934
1152173.9130434783,962238664
509852.21674876846,877011205
1844230.7692307692,326622001
3333333.3333333335,833230777
3000000.0,888259669
5119787.685774947,329366624
2080769.2307692308,336825588
8123303.7694013305,528691886
3153261.515601783,943211046
3265585.651936716,354672899
2693535.3535353537,946932154
1012500.0,777678690
3037250.0,763001876
3633333.3333333335,865882789
4092721.518987342,941801998
9616276.978417266,905017226
1330799.2202729045,334036168
4225454.545454546,921102008
1589144.204851752,931503567
1500435.499515034,336866869
3265585.651936716,921041990
114664252.87356322,763298888
3757581.254355401,358041095
2562050.35971223,908238008
4820285.714285715,328893669
4898750.0,866249989
1943750.0,343741179
3209585.895953757,966109497
1412306.5015479876,818181655
502040.8163265306,334475186
2251050.0699464837,902936946
13708333.333333334,796311668
227166666.66666666,769668888
2436360.381861575,325414234
2693535.3535353537,852747372
2251050.0699464837,762519513
1943181.8181818181,795688077
1000000.0,779793338
120000000.0,855511666
1479818.8874514878,904957266
2693535.3535353537,836145845
3757581.254355401,869385483
9616276.978417266,901052022
3757581.254355401,973989821
685538.0577427822,878232969
2421458.3333333335,965227868
3757581.254355401,865131416
2369047.619047619,343558168
32570094.06512301,703298298
3745522.3880597013,901372678
869533.527696793,333089739
6660000.0,889389668
828128.5634432643,334714379
4802272.7272727275,379509779
101343750.0,765743333
1789383.5616438356,906620456
7238636.363636363,853789868
3265585.651936716,356126499
3265585.651936716,928998098
3757581.254355401,965689897
4123255.8139534886,703333289
13596071.42857143,919551888
2178240.7407407407,776776120
2673970.5555555555,921342005
14316666.666666666,374955888
2693535.3535353537,828050585
2842857.1428571427,377004286
2673970.5555555555,352300591
6641379.310344827,786919777
37082857.14285714,384442888
4823032.511210762,865579867
7418030.303030303,797324666
3011401.8475750578,985201368
2383155.080213904,862980880
3572685.1441241684,326110490
865384.6153846154,833122015
4666666.666666667,354266777
944444.4444444445,913466433
2251050.0699464837,708154153
3632414.710485133,327634239
3896621.621621622,916886646
2251050.0699464837,905283269
4161111.111111111,926678838
11495849.056603774,829716868
7733333.333333333,943696668
1985796.130952381,795691191
3757581.254355401,329280370
1533783.7837837837,763655234
8726166.9550173,965132022
4092721.518987342,941761994
3757581.254355401,979618084
450588.23529411765,332203739
2251050.0699464837,763138321
1479818.8874514878,702641966
3572685.1441241684,971185498
3757581.254355401,969830584
11184920.106524633,819564678
3383497.0111016226,906582121
26681818.181818184,785929929
18200000.0,899991986
15690821.91780822,376213939
450000.0,332033773
3404837.4060150376,965484772
1500435.499515034,338147866
2251050.0699464837,909263250
2566279.069767442,392340139
500000.0,877008786
15875803.38983051,329030888
4168190.661478599,834122010
972972.972972973,329527776
5893857.142857143,332977679
59000000.0,922678666
3011401.8475750578,374872068
2693535.3535353537,946747969
2251050.0699464837,707171767
3011551.857585139,904936499
47649090.90909091,859982982
1206776.836158192,976222013
1528156.5656565656,962999651
2251050.0699464837,898342758
828128.5634432643,326792339
3011401.8475750578,865959868
6340000.0,886789725
4801784.753363228,332101174
1121951.219512195,896854466
3549500000.0,385777777
500000.0,879932993
3265585.651936716,326941499
3757581.254355401,962082013
2693535.3535353537,916843604
2396635.259631491,334260182
4659090.909090909,985592020
2396635.259631491,332084989
1792559.5238095238,333170568
21181037.037037037,763370888
634943.1818181818,865444071
1206776.836158192,326722275
4295098.039215687,899303068
3632414.710485133,383032479
3348626.2230919767,852534886
2935433.070866142,967612368
2693535.3535353537,916979709
3776562.5,936888385
972972.972972973,982777253
33250000.0,798838388
17000000.0,767778887
50000000.0,379998778
531645.5696202532,877118488
3757581.254355401,973436515
4582695.810564663,365010777
3757581.254355401,989310276
3153846.153846154,914919669
3757581.254355401,979208296
11184920.106524633,848163678
1024989.3048128342,983555814
2098684.210526316,868966979
4898750.0,971416699
4823032.511210762,963573556
2396635.259631491,334160591
3996250.0,911218188
4849206.349206349,919712992
1479818.8874514878,909166920
1000000.0,767442234
4669054.711246201,968484878
3757581.254355401,964756297
4679671.457905544,931373439
1985796.130952381,901671102
3869084.9342770474,705078368
944444.4444444445,982140122
4164062.5,789932015
4092721.518987342,829561997
13100000.0,927778886
1832500.0,333592889
4928888.888888889,795676565
3011401.8475750578,972923568
1375000.0,812312392
500000.0,877334565
3358695.652173913,948650789
3404837.4060150376,977652017
4679671.457905544,703838979
3757581.254355401,382670756
11783333.333333334,963522522
10000000.0,911330020
2384051.724137931,964770688
271666666.6666667,989567888
3000000.0,989119944
2454996.301775148,886895896
4919778.481012658,785998939
5883333.333333333,797333300
2634396.355353075,867740579
9616276.978417266,795762262
3757581.254355401,928767389
2400000.0,777914789
3757581.254355401,343070208
2461538.4615384615,708006005
5690000.0,858856996
3757581.254355401,921960705
2396635.259631491,965233134
634943.1818181818,327244429
532142.8571428572,877150579
2251050.0699464837,905209602
2693535.3535353537,941312489
2174993.830787309,986907889
4092721.518987342,919691992
3265585.651936716,359361996
3869084.9342770474,932497968
12191846.965699209,842054888
9505797.101449275,343076886
1693548.3870967743,933710116
1598838.7978142076,837721976
2551851.8518518517,866680400
3011401.8475750578,343957968
3383497.0111016226,931848989
3757581.254355401,354010159
2454996.301775148,886596329
42240384.615384616,789804804
678571.4285714285,879487668
4766315.7894736845,818053555
1890625.0,889001601
4802272.7272727275,929169779
3011401.8475750578,982837368
1555555.5555555555,941233514
2693535.3535353537,942326597
2634396.355353075,977561879
2251050.0699464837,902153270
6775000.0,822223300
13500000.0,777099889
4168190.661478599,949522836
12786158.567774937,787439888
3153261.515601783,825190911
1558139.534883721,705752277
1330799.2202729045,336219586
3982666.6666666665,769168899
3383497.0111016226,796968383
4420338.983050847,888359696
1790806.0109289617,941339072
3632414.710485133,568373879
3170000.0,903899989
2098684.210526316,343246639
3757581.254355401,976594595
2098684.210526316,566262679
500000.0,334711331
1731764.705882353,336188837
629859.1549295775,974710002
44475000.0,967666266
450000.0,852226638
2673970.5555555555,923782008
3757581.254355401,964581973
1685779.552715655,345867989
3011401.8475750578,921768968
3404837.4060150376,989277694
4501823.2044198895,819195151
2693535.3535353537,948527183
2251050.0699464837,763759753
2529545.4545454546,945023132
988732.3943661972,333219399
3441057.991513437,337907099
11184920.106524633,858097678
48092857.14285714,928477979
5320000.0,888777714
2251050.0699464837,708085485
2673970.5555555555,586702005
2251050.0699464837,762524624
4334748.251748252,961755994
1010416.6666666666,904014411
7418030.303030303,783709666
3757581.254355401,928585157
2174993.830787309,988505082
5401244.094488189,366825968
614444.4444444445,334547639
2251050.0699464837,763041961
3000000.0,377110660
3757581.254355401,867101081
3757581.254355401,984987972
4501823.2044198895,942319898
3441057.991513437,335991698
2369047.619047619,865583068
3209585.895953757,866232524
435000000.0,772299999
1685779.552715655,865982347
2428942.652329749,919212329
8726166.9550173,343220384
3462117.6470588236,947560040
3153261.515601783,911818589
3785714.285714286,707811114
1412306.5015479876,947055902
1843750.0,944899823
3632414.710485133,862953079
3757581.254355401,385290191
928846.1538461539,364827227
3757581.254355401,327161082
14636363.636363637,912586868
4505507.936507937,988421978
2224489.7959183673,705225883
3757581.254355401,396101656
2323936.170212766,969905166
4823032.511210762,926365505
978888.8888888889,335145586
4582695.810564663,928690777
3000000.0,777555168
85000000.0,931119888
500000.0,877996649
4875396.825396826,358533337
1085656.836461126,343701116
3209585.895953757,385045766
4378313.253012048,938996060
1063043.4782608696,334003266
1115089.2857142857,708307552
1453703.7037037036,795699733
1685779.552715655,868278980
2673970.5555555555,563142007
500000.0,877112768
6500000.0,922886611
4142857.1428571427,967758879
4333333.333333333,932077557
3000000.0,977144789
2520529.197080292,888280962
2174993.830787309,376502088
14203636.363636363,786157979
3209585.895953757,372968966
47295153.239685655,589424242
3757581.254355401,986721359
978888.8888888889,335525486
670616.1137440759,344126966
2325381.679389313,343426006
3632414.710485133,326816239
4250000.0,789222023
2634396.355353075,327714239
9250000.0,333341102
55844000.0,398666969
4092721.518987342,941581998
500000.0,877008484
1946052.6315789474,702699600
3209585.895953757,966232689
695479.7979797979,982734479
1598838.7978142076,813771365
6620689.655172414,769942555
2520529.197080292,888161214
2266666.6666666665,833053306
675467.0999187652,344020381
3757581.254355401,865095094
4584259.259259259,343771345
2436360.381861575,375432012
2673970.5555555555,975602009
3757581.254355401,986478084
40580000.0,769622622
828128.5634432643,335608379
3757581.254355401,328060917
7825555.555555556,764404999
714814.8148148148,334540388
1057360.4060913706,326951551
3011401.8475750578,971706168
1082432.4324324324,925542011
3404837.4060150376,971776131
1000000.0,944770330
3265585.651936716,862971599
1685779.552715655,567262728
11798940.397350993,974512343
1479818.8874514878,909266956
6214285.714285715,789000900
1172727.2727272727,866467774
3265585.651936716,328079099
15875803.38983051,357959888
4294968.717413973,816271368
28234206.896551725,929913888
593661.9718309859,334270444
115314705.88235295,336808888
3757581.254355401,972795327
3757581.254355401,972545413
3757581.254355401,979582358
1479818.8874514878,707662010
2251050.0699464837,906590246
3265585.651936716,359917689
3404837.4060150376,379741977
2693535.3535353537,945127280
3757581.254355401,865268026
3964912.2807017546,332669168
3209585.895953757,327261366
3666666.6666666665,839118998
1085656.836461126,359401116
2454996.301775148,948129788
3299000.0,767775873
3011401.8475750578,326094186
3128888.888888889,828774768
5000000.0,764337788
11585169.491525425,888880935
3632414.710485133,865156079
11184920.106524633,824874678
2251050.0699464837,935382858
2454996.301775148,886374787
32570094.06512301,765857857
9444444.444444444,923456993
3632414.710485133,343852539
2250000.0,779739333
2251050.0699464837,909182951
1479818.8874514878,702701966
4823032.511210762,865549149
2454996.301775148,886591989
2399839.4495412842,325988872
1773333.3333333333,763667660
1351253.9682539683,358652338
85925000.0,393556666
2251050.0699464837,763727427
2251050.0699464837,909127813
3153261.515601783,911909396
3622388.0597014925,934337986
2454996.301775148,889130587
1589144.204851752,762617012
2251050.0699464837,935353983
3265585.651936716,378631099
1080155.6420233464,329554539
2251050.0699464837,901562016
1412306.5015479876,945195543
3153261.515601783,911326125
2708139.534883721,926885221
3757581.254355401,348310713
2396635.259631491,869147133
3757581.254355401,975329284
3954545.4545454546,782201202
1479818.8874514878,905667454
3209585.895953757,866563859
2688750.0,931027000
1541422.5941422593,336018345
3572685.1441241684,862911891
1035714.2857142857,763044522
1353448.2758620689,889585118
2251050.0699464837,702703403
119400000.0,903279999
3750000.0,859188000
4553793.1034482755,387255777
1032936.5079365079,343155066
11590909.090909092,357886568
3209585.895953757,923136166
3757581.254355401,985413151
3757581.254355401,343190391
934210.5263157894,705477446
610937.5,344485766
4412096.774193549,838399368
3209585.895953757,966827594
90475000.0,866500000
47295153.239685655,924070707
4347761.194029851,856784953
4294968.717413973,824031986
2251050.0699464837,763163263
1505691.056910569,343004686
1692307.6923076923,762742234
3000000.0,986644477
1100938.9671361502,773397697
3011401.8475750578,357151986
3632414.710485133,326890839
1589144.204851752,904782567
13700000.0,345333666
7499000.0,833333630
1890625.0,889892007
3209585.895953757,987669861
4758064.516129033,925892000
3209585.895953757,866598946
3869084.9342770474,785412968
2251050.0699464837,763020876
3632414.710485133,343829239
629859.1549295775,327400082
4679671.457905544,936916939
1000000.0,888408804
1000000.0,822923388
8726166.9550173,984582022
1479818.8874514878,795681966
2396635.259631491,339141295
4823032.511210762,964608455
1678571.4285714286,942355336
1685779.552715655,985105670
19750000.0,937777188
150000000.0,377968968
39266137.93103448,982788999
3441057.991513437,363533199
450000.0,339981239
1666048.034934498,776262129
3572685.1441241684,965038311
3209585.895953757,326714866
1330799.2202729045,334954686
1169811.3207547169,795755011
3757581.254355401,329280681
3383497.0111016226,762708484
1541422.5941422593,334780345
2396635.259631491,332179689
3757581.254355401,867157458
2251050.0699464837,909124926
8753333.333333334,888884553
828128.5634432643,346746339
2251050.0699464837,767102752
81000000.0,784482222
16404909.090909092,394128886
3757581.254355401,961809352
1479818.8874514878,901831566
2693535.3535353537,848484909
1685779.552715655,985034532
21181037.037037037,796336888
500000.0,879609979
2251050.0699464837,903412016
9136363.636363637,345345839
450000.0,965500577
4294968.717413973,823939168
19120000.0,386550555
3265585.651936716,378740399
1479818.8874514878,702646641
2251050.0699464837,763519515
6416666.666666667,835888800
9040594.059405942,334666180
2251050.0699464837,938217312
32570094.06512301,764793793
2251050.0699464837,898603654
48676365.384615384,339407407
3632414.710485133,365412579
3265585.651936716,569696993
1036585.3658536585,705244877
3869084.9342770474,797217968
3171052.6315789474,396898338
1635135.1351351351,896511337
5401244.094488189,866191968
540196.0784313725,338123966
5087254.901960785,911187101
5037650.602409638,776865666
925000.0,961782228
2725000.0,965578887
